"f10","f15","b1","b2","b3","age","numkids","partner","selfempl","nonequity.wealth.cat","lincome","male","adv.lit.index","bsc.lit.index","edu1","edu2","edu3","edu4","edu5","edu6","retired","mkt.part"
"better","intermediate or high","5","hardly at all","some","50s",0,"Ja",0,"4",9.6997156,"female",0.52138007,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","some","little","<30",0,"Nee",NA,NA,9.9329805,"male",0.83219695,0.79180282,0,0,0,0,0,1,0,NA
"worse","intermediate or high","4","little","little",">60",0,"Ja",0,"4",9.8401976,"male",0.61535251,-2.5763009,0,0,0,0,0,1,1,0
"no sibling","low","4","hardly at all","some",">60",0,"Ja",0,"3",10.750833,"male",0.61278623,0.79180282,0,0,0,0,0,1,1,1
"worse","intermediate or high","4","little","some",">60",1,"Ja",NA,NA,NA,"male",0.87808019,0.79180282,0,0,0,0,1,0,1,NA
"no sibling","low","4","hardly at all","some","50s",0,"Nee",0,"3",8.9110012,"female",0.066236116,0.79180282,0,0,0,0,1,0,0,1
"no sibling","low","3","a lot","some","30s",1,"Nee",NA,NA,10.249743,"female",0.81572121,0.49042296,0,0,1,0,0,0,0,NA
"better","intermediate or high","3","little","hardly at all","30s",0,"Ja",NA,NA,NA,"female",-1.8076898,0.15866753,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","a lot","a lot","30s",0,"Nee",0,"3",9.670763,"male",0.56968325,-0.14602637,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","little","<30",0,"Ja",0,"2",9.7474194,"female",0.13568904,0.79180282,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","3","a lot","some","40s",3,"Ja",0,"4",10.369231,"female",-0.38327897,0.79180282,1,0,0,0,0,0,0,0
"better","intermediate or high","5","some","some",">60",0,"Ja",0,"4",10.246571,"male",0.77538347,0.79180282,0,1,0,0,0,0,1,1
"no sibling","intermediate or high","4","a lot","a lot","40s",2,"Ja",0,"2",10.034413,"male",0.80344796,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","6","little","some","50s",0,"Ja",0,"4",9.6950121,"female",0.58760715,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","4","hardly at all","hardly at all",">60",0,"Ja",0,"4",10.237098,"female",0.59121972,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","some","30s",0,"Nee",NA,NA,NA,"male",0.64556551,0.79180282,0,0,0,0,1,0,0,NA
"no sibling","intermediate or high","3","little","little",">60",0,"Nee",0,"4",10.151934,"female",-0.12956212,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","3","little","some","<30",0,"Nee",0,"3",9.1894627,"female",0.48114994,0.15866753,0,0,1,0,0,0,0,0
"worse","low","4","hardly at all","little","<30",1,"Ja",NA,NA,10.649456,"female",0.69823271,0.79180282,0,0,0,0,1,0,0,NA
"worse","intermediate or high","4","hardly at all","little","<30",2,"Ja",0,NA,10.25338,"female",-1.8373448,0.15866753,0,0,0,1,0,0,0,0
"better","intermediate or high","3","hardly at all","little",">60",0,"Ja",0,"4",10.878432,"male",0.39771244,0.79180282,0,0,0,0,0,1,1,1
"better","dont know","6","a lot","some","<30",0,"Ja",NA,NA,9.322794,"male",0.83990026,0.49042296,0,0,0,0,1,0,0,NA
"worse","intermediate or high","3","some","some","40s",0,"Nee",NA,NA,10.359406,"male",0.44884458,0.15866753,0,0,0,0,0,1,0,NA
"worse","intermediate or high","6","some","some","50s",2,"Ja",NA,NA,11.220255,"female",-0.60908693,-0.14271231,0,1,0,0,0,0,0,NA
"no sibling","low","4","little","some","30s",0,"Nee",NA,NA,9.6426201,"male",0.78648823,0.15866753,0,0,0,0,0,1,0,NA
"better","intermediate or high","6","a lot","a lot","30s",0,"Nee",0,"3",9.8904705,"male",0.78178149,0.79180282,0,0,0,0,1,0,0,0
"no sibling","dont know","5","some","little","50s",2,"Ja",0,"3",10.201219,"male",0.59380263,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","little","some","<30",0,"Ja",0,"2",10.753389,"female",0.82013547,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","4","little","little","50s",0,"Ja",NA,NA,10.458899,"female",0.78178149,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","some","some","30s",3,"Ja",0,"3",10.331997,"female",-1.6008883,-0.14271231,0,1,0,0,0,0,0,0
"no sibling","low","4","little","little","30s",0,"Ja",NA,NA,9.1754417,"male",-0.035847262,0.79180282,0,0,0,1,0,0,0,NA
"worse","intermediate or high","6","a lot","some","<30",1,"Ja",0,"1",9.1586323,"female",0.37702444,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","hardly at all","some","<30",0,"Ja",0,"2",9.7979412,"female",-0.011610205,0.15866753,0,0,0,0,0,1,0,0
"no sibling","dont know","6","a lot","a lot","30s",0,"Nee",0,"3",10.06459,"male",0.83358723,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","little","40s",2,"Ja",0,"3",9.9316511,"female",-2.0677922,-1.3150097,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","50s",2,"Ja",0,"4",9.6874599,"male",0.80457455,-0.14271231,0,0,1,0,0,0,0,0
"better","intermediate or high","4","hardly at all","some",">60",0,"Ja",0,"4",9.5652695,"male",0.67657679,-0.14602637,1,0,0,0,0,0,1,0
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"2",9.9426212,"male",0.46206871,-0.14602637,0,1,0,0,0,0,1,0
"no sibling","intermediate or high","3","hardly at all","some",">60",0,"Nee",0,"2",9.7309666,"female",-1.5508374,0.79180282,0,0,0,1,0,0,1,0
"better","intermediate or high","4","some","some","50s",2,"Ja",0,NA,9.4044666,"male",-1.9504342,-4.6797991,0,1,0,0,0,0,0,0
"better","intermediate or high","5","little","little","40s",0,"Nee",0,"4",10.592939,"male",0.67676818,0.79180282,0,0,0,0,0,1,0,1
"worse","intermediate or high","5","some","some","30s",2,"Ja",NA,NA,10.166019,"male",0.47767675,0.15866753,0,0,0,0,0,1,0,NA
"worse","intermediate or high","6","some","a lot","40s",2,"Ja",NA,NA,NA,"male",0.11487456,-0.14271231,0,0,1,0,0,0,0,NA
"better","intermediate or high","2","hardly at all","little","40s",0,"Nee",NA,NA,10.44962,"female",-2.2568152,0.15866753,0,0,0,0,1,0,0,NA
"worse","intermediate or high","5","little","some",">60",0,"Nee",0,"2",9.8427954,"male",-2.3921213,-1.3116957,0,1,0,0,0,0,1,0
"better","intermediate or high","7 zeer goed","little","a lot","30s",0,"Nee",0,"1",9.5004826,"female",0.59774381,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","a lot","a lot","<30",0,"Ja",0,"4",10.619479,"female",-0.11200323,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","6","a lot","a lot","30s",1,"Ja",0,"2",10.654612,"male",0.78648823,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","hardly at all","some","<30",3,"Ja",NA,NA,10.490025,"female",-1.2339563,-0.37718052,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","a lot","little","40s",2,"Ja",0,"4",10.176305,"female",0.47090599,-0.37718052,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","some","little","40s",2,"Ja",1,"3",10.605094,"male",0.76666057,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","6","a lot","some","30s",0,"Nee",0,"2",9.6009455,"male",0.89946336,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","little","little","40s",0,"Ja",0,"1",9.7010927,"female",-0.21563786,0.79180282,0,0,1,0,0,0,0,0
"no sibling","low","5","some","some","50s",0,"Ja",NA,NA,NA,"male",-0.72402108,-3.5108159,0,1,0,0,0,0,0,NA
"better","low","6","a lot","a lot","<30",0,"Ja",0,NA,9.5632248,"male",0.81544095,0.49042296,0,0,1,0,0,0,0,0
"no sibling","low","3","some","some","50s",0,"Nee",0,"2",9.2928123,"female",-0.37463635,0.79180282,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","a lot","some","50s",0,"Ja",NA,NA,10.266912,"male",0.46193844,0.49042296,0,0,0,0,1,0,0,NA
"better","intermediate or high","4","little","little","40s",1,"Ja",0,"1",9.842845,"female",-2.4173326,-1.0103158,1,0,0,0,0,0,0,0
"no sibling","intermediate or high","6","a lot","some","<30",2,"Ja",0,"1",9.9898386,"female",-0.84063989,0.15866753,0,0,0,1,0,0,0,0
"better","intermediate or high","6","some","some","<30",2,"Nee",0,"1",9.7677851,"female",0.70571178,0.79180282,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","6","a lot","a lot","<30",0,"Ja",0,NA,10.139291,"male",0.85747272,0.79180282,0,0,0,1,0,0,0,1
"worse","low","6","hardly at all","hardly at all","30s",0,"Nee",0,"3",10.193896,"male",0.81325948,0.79180282,0,0,1,0,0,0,0,1
"no sibling","low","6","hardly at all","little","<30",0,"Ja",NA,NA,NA,"female",-0.66909099,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","3","some","some",">60",0,"Ja",0,"3",9.9556131,"male",0.75217891,0.79180282,0,1,0,0,0,0,1,0
"better","intermediate or high","5","little","some","40s",3,"Ja",NA,NA,NA,"male",0.89946336,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","3","little","hardly at all",">60",0,"Nee",0,"2",9.8284349,"male",0.63696802,-0.44740623,1,0,0,0,0,0,1,1
"better","intermediate or high","4","some","some",">60",0,"Ja",0,"2",10.067489,"female",0.73567885,0.79180282,0,0,0,1,0,0,1,0
"worse","intermediate or high","5","hardly at all","little","<30",0,"Nee",0,"2",9.8294096,"male",0.36423761,0.79180282,0,0,0,0,0,1,0,0
"worse","low","5","little","some",">60",0,"Nee",0,"1",9.591836,"male",-0.1827853,0.79180282,0,1,0,0,0,0,1,0
"no sibling","low","4","little","little","50s",0,"Nee",0,NA,9.7279043,"female",0.62343001,0.79180282,0,1,0,0,0,0,0,0
"worse","low","5","some","a lot",">60",0,"Ja",NA,NA,10.40502,"male",0.53348368,0.49042296,0,0,0,1,0,0,1,NA
"worse","intermediate or high","4","hardly at all","little","30s",1,"Nee",0,"1",9.7473888,"female",0.18547238,-0.77916163,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","some",">60",0,"Ja",0,"2",10.223872,"female",0.3855153,0.49042296,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","5","some","some","40s",1,"Ja",0,NA,10.427012,"female",0.38903993,0.49042296,0,0,1,0,0,0,0,1
"better","intermediate or high","6","some","a lot","40s",2,"Ja",NA,NA,NA,"male",0.57402468,0.15866753,0,0,0,0,1,0,0,NA
"better","intermediate or high","6","hardly at all","some","40s",2,"Ja",0,"3",10.383095,"male",0.033134479,-0.14602637,0,1,0,0,0,0,0,0
"worse","intermediate or high","6","some","a lot","40s",0,"Nee",1,"3",10.242754,"male",0.77934462,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","4","some","little","30s",2,"Ja",0,"4",9.9795427,"male",-2.3921213,-4.0466638,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","6","a lot","a lot","50s",3,"Ja",0,"4",10.420426,"male",0.85747272,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","6","little","a lot","50s",2,"Ja",0,"3",10.04811,"male",-2.1859975,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","4","hardly at all","some","50s",0,"Nee",0,"4",8.9455233,"male",-1.6450906,-1.6163895,1,0,0,0,0,0,0,0
"better","intermediate or high","3","some","some","30s",0,"Nee",0,"1",9.5493956,"male",0.54407573,-1.3150097,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some",">60",0,"Ja",0,"4",10.181483,"male",0.75932741,0.79180282,0,0,0,1,0,0,1,0
"worse","intermediate or high","7 zeer goed","a lot","a lot","<30",0,"Ja",0,NA,9.3874226,"male",0.184039,0.15866753,0,0,0,0,1,0,0,0
"better","intermediate or high","7 zeer goed","a lot","a lot","30s",2,"Ja",0,"4",10.335832,"male",0.9449876,0.79180282,0,0,0,1,0,0,0,0
"no sibling","intermediate or high","4","hardly at all","little",">60",0,"Ja",0,NA,9.6223068,"female",-0.92378819,0.49042296,0,1,0,0,0,0,1,0
"no sibling","low","6","little","little","50s",2,"Nee",0,"2",9.5874376,"female",0.36177072,0.79180282,0,0,1,0,0,0,0,0
"better","dont know","6","hardly at all","little","<30",0,"Ja",0,"2",9.9921551,"male",-0.70709813,-1.6163895,0,0,0,0,0,1,0,0
"no sibling","dont know","6","little","some","40s",2,"Ja",0,"4",10.137279,"female",-0.95595413,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","5","little","little","<30",0,"Nee",0,"2",9.5871534,"female",-0.5474875,-1.3150097,0,0,1,0,0,0,0,0
"better","intermediate or high","4","some","little","30s",1,"Ja",0,NA,10.270234,"female",0.6932407,0.79180282,0,1,0,0,0,0,0,1
"no sibling","dont know","5","some","some","30s",0,"Nee",0,"1",9.3970385,"female",-2.0225363,-0.37718052,0,0,0,0,1,0,0,0
"no sibling","low","4","some","little","40s",2,"Ja",NA,NA,NA,"female",-0.7371915,-0.37718052,0,1,0,0,0,0,0,NA
"worse","intermediate or high","5","little","some","40s",3,"Ja",0,"3",10.164083,"male",0.28740624,0.15866753,0,0,1,0,0,0,0,1
"better","intermediate or high","6","a lot","some","30s",1,"Ja",0,"1",10.089157,"male",1.0239724,0.79180282,0,0,0,0,0,1,0,0
"no sibling","low","5","a lot","some","40s",3,"Ja",NA,NA,10.010084,"female",-0.42994788,0.15866753,0,0,0,1,0,0,0,NA
"better","intermediate or high","5","a lot","some","30s",3,"Ja",0,"3",9.9023066,"female",0.13471739,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","a lot","some","<30",2,"Ja",0,"1",9.9308195,"female",-0.55674279,0.79180282,0,0,1,0,0,0,0,0
"no sibling","dont know","Ik weet het niet","some","some","40s",0,"Nee",0,"2",9.9072914,"female",-0.84553945,0.15866753,0,0,0,0,1,0,0,1
"worse","intermediate or high","6","a lot","some","50s",0,"Ja",0,"4",10.291538,"male",0.82013547,0.79180282,0,1,0,0,0,0,1,1
"better","low","3","hardly at all","hardly at all","40s",2,"Ja",0,"3",11.289321,"female",-0.19686539,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","hardly at all","little","30s",0,"Ja",NA,NA,9.7052603,"male",-0.81704122,-4.0466638,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","some","some","<30",2,"Ja",1,"2",10.293128,"female",-0.55123913,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","3","little","some","50s",1,"Ja",0,"2",10.201505,"male",-2.3921213,-1.3150097,0,0,1,0,0,0,0,0
"better","intermediate or high","5","a lot","some","<30",0,"Ja",NA,NA,9.8729563,"female",-2.4173326,-1.0103158,0,0,1,0,0,0,0,NA
"worse","intermediate or high","6","little","little",">60",0,"Nee",0,"2",9.445631,"male",0.10738225,0.79180282,0,1,0,0,0,0,1,0
"no sibling","low","4","hardly at all","some","30s",1,"Nee",NA,NA,NA,"female",0.1259848,-0.14602637,0,0,1,0,0,0,0,NA
"worse","intermediate or high","6","little","little","50s",0,"Nee",0,"3",10.000192,"male",0.21379247,-0.44740623,0,1,0,0,0,0,0,0
"no sibling","low","6","some","a lot","30s",1,"Ja",0,NA,10.576655,"male",-1.6735533,-2.5763009,0,0,1,0,0,0,0,0
"better","intermediate or high","4","some","little",">60",0,"Ja",0,"3",9.8330107,"male",0.66018444,0.49042296,0,1,0,0,0,0,1,0
"worse","low","6","some","little","30s",1,"Ja",0,"4",10.424814,"female",0.35843036,0.79180282,0,0,1,0,0,0,0,0
"no sibling","low","2","hardly at all","little",">60",0,"Nee",0,"4",9.1177721,"female",0.048739094,-0.14602637,0,0,0,0,0,1,1,0
"better","intermediate or high","4","little","little","50s",0,"Ja",0,"1",9.5534115,"male",-2.4862831,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","5","hardly at all","some","<30",0,"Ja",0,"2",9.7133503,"female",0.045277454,0.49042296,0,0,0,0,0,1,0,0
"no sibling","low","5","some","some","30s",2,"Nee",0,"1",9.199893,"female",0.45063809,-0.77916163,0,0,0,1,0,0,0,0
"no sibling","low","6","a lot","some","30s",2,"Ja",NA,NA,NA,"female",0.83392698,0.79180282,0,0,0,1,0,0,0,NA
"better","intermediate or high","5","some","some",">60",0,"Nee",0,"4",8.2368155,"female",-0.57228881,0.15866753,0,0,0,0,0,1,1,0
"no sibling","low","6","some","a lot","30s",1,"Ja",NA,NA,NA,"female",0.46743912,0.15866753,0,1,0,0,0,0,0,NA
"no sibling","dont know","5","a lot","some","50s",0,"Ja",0,"3",10.216152,"female",0.89946336,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","little","some","50s",1,"Ja",1,"3",10.188703,"male",-2.1302285,-1.6163895,0,1,0,0,0,0,0,1
"better","intermediate or high","4","some","some","40s",2,"Ja",0,"3",10.348775,"male",-0.30345291,-4.3784194,0,0,0,0,1,0,0,0
"better","intermediate or high","Ik weet het niet","hardly at all","some","30s",1,"Ja",0,"2",11.132035,"male",-1.8918872,-0.14602637,0,0,1,0,0,0,0,0
"no sibling","low","4","some","a lot","50s",1,"Ja",0,NA,11.084378,"male",0.44923952,0.79180282,0,0,0,0,1,0,0,0
"no sibling","dont know","6","hardly at all","some",">60",0,"Ja",NA,NA,NA,"female",0.82013547,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","some","some","<30",0,"Nee",0,"2",7.515584,"male",0.04193623,0.79180282,0,0,0,0,1,0,0,0
"no sibling","dont know","4","some","little","<30",0,"Nee",0,"1",9.7264919,"male",0.81325948,0.79180282,0,0,0,1,0,0,0,0
"worse","dont know","6","hardly at all","some","50s",2,"Nee",NA,NA,10.004876,"female",-1.772576,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","4","some","a lot","<30",0,"Ja",0,"3",10.062304,"female",0.66867983,-0.14602637,0,0,0,0,0,1,0,0
"better","intermediate or high","4","some","some",">60",0,"Ja",0,"2",9.6010914,"female",0.22277598,0.49042296,0,0,0,1,0,0,1,0
"better","intermediate or high","4","little","some","50s",0,"Ja",0,"4",10.331837,"male",0.4765884,-0.14602637,0,0,1,0,0,0,0,1
"better","intermediate or high","3","little","little",">60",0,"Nee",0,"3",9.6375666,"male",0.22627214,0.49042296,0,1,0,0,0,0,1,0
"worse","intermediate or high","6","hardly at all","some",">60",0,"Ja",0,"2",10.907984,"male",0.79150832,0.49042296,1,0,0,0,0,0,1,1
"better","intermediate or high","5","little","some","<30",0,"Ja",0,NA,10.133542,"female",-0.10225894,0.15866753,0,0,0,0,1,0,0,1
"better","intermediate or high","5","some","some",">60",0,"Nee",0,"2",9.5204105,"male",0.44511822,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some","<30",1,"Ja",NA,NA,10.298871,"female",0.24311009,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","some","some","30s",2,"Ja",NA,NA,10.093818,"female",-0.1898208,-3.2094362,0,1,0,0,0,0,0,NA
"better","intermediate or high","6","some","some","30s",0,"Ja",0,"3",9.5617561,"female",0.51652396,0.15866753,0,0,0,1,0,0,0,0
"no sibling","low","4","some","little","40s",0,"Nee",0,"3",9.6000957,"female",0.46625412,0.49042296,0,0,0,0,0,1,0,0
"no sibling","low","3","hardly at all","hardly at all","<30",0,"Ja",NA,NA,10.364206,"female",-0.46564317,0.79180282,0,0,0,1,0,0,0,NA
"worse","intermediate or high","5","some","little","40s",1,"Ja",NA,NA,11.00077,"female",0.44017619,0.79180282,0,0,0,1,0,0,0,NA
"better","intermediate or high","3","some","little","30s",0,"Nee",0,"1",9.956274,"female",-2.4173326,-4.6797991,0,0,0,1,0,0,0,1
"better","intermediate or high","5","a lot","little","50s",0,"Ja",0,"4",10.706252,"male",0.96102041,0.79180282,0,0,0,0,1,0,1,0
"better","intermediate or high","3","hardly at all","little","<30",0,"Nee",0,"1",10.260153,"female",-2.4862831,-1.0103158,0,0,0,0,1,0,0,0
"better","intermediate or high","6","a lot","some","40s",2,"Ja",0,"4",10.797526,"male",0.8910414,0.79180282,0,0,1,0,0,0,0,1
"no sibling","low","6","some","some","<30",2,"Ja",0,"1",9.8525229,"female",0.62315255,-1.0103158,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Nee",0,"3",9.6764269,"male",0.75217891,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","4","hardly at all","little","50s",0,"Ja",0,NA,11.62944,"male",0.76899433,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","6","some","some","30s",3,"Ja",NA,NA,10.111014,"male",0.77538347,0.79180282,0,0,1,0,0,0,0,NA
"worse","intermediate or high","5","little","some","30s",2,"Ja",0,"1",9.9169998,"male",0.82013547,0.79180282,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","5","some","a lot","40s",2,"Ja",NA,NA,10.836138,"male",0.60858542,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","6","some","some","<30",0,"Ja",0,"2",10.062092,"female",0.65709221,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","2","little","some","40s",0,"Ja",1,"2",10.487252,"female",0.32857072,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","6","little","some",">60",0,"Nee",0,"4",9.4894009,"female",-2.3921213,-0.67856038,0,1,0,0,0,0,1,1
"no sibling","intermediate or high","5","little","hardly at all","50s",0,"Ja",0,NA,10.905898,"female",0.87911451,-0.37718052,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","4","some","some","30s",3,"Ja",NA,NA,10.435125,"male",0.8910414,0.79180282,0,0,0,0,1,0,0,NA
"no sibling","low","4","little","little","30s",2,"Ja",0,"1",9.9905453,"female",-2.166003,-1.948145,0,1,0,0,0,0,0,0
