"f10","f15","b1","b2","b3","age","numkids","partner","selfempl","nonequity.wealth.cat","lincome","male","adv.lit.index","bsc.lit.index","edu1","edu2","edu3","edu4","edu5","edu6","retired","mkt.part"
"better","dont know","3","some","little","40s",0,"Nee",0,"3",10.140591,"female",-0.8523432,0.15866753,0,0,0,0,1,0,0,0
"better","intermediate or high","4","little","some","<30",1,"Ja",0,"1",9.7436399,"female",-1.2049688,0.79180282,0,0,0,0,1,0,0,0
"no sibling","low","4","a lot","some","30s",1,"Ja",NA,NA,9.8575296,"female",0.13926178,0.15866753,0,0,1,0,0,0,0,NA
"worse","intermediate or high","5","some","a lot","50s",1,"Ja",0,NA,10.416377,"male",0.80457455,0.49042296,0,1,0,0,0,0,0,1
"no sibling","intermediate or high","5","hardly at all","a lot","50s",0,"Ja",0,"4",10.400062,"female",0.79048133,-0.44740623,0,0,0,0,0,1,0,1
"better","intermediate or high","4","little","little",">60",0,"Ja",NA,NA,9.8948298,"male",0.91026539,0.79180282,0,0,0,0,0,1,1,NA
"better","intermediate or high","4","little","little",">60",0,"Ja",0,"2",10.229698,"female",-2.161674,-2.2495248,0,1,0,0,0,0,0,0
"no sibling","dont know","4","some","a lot","<30",0,"Ja",1,"2",9.8067446,"male",-1.7147111,-2.2495248,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","some","30s",2,"Ja",1,"2",9.6131277,"female",-0.019665034,0.79180282,0,0,1,0,0,0,0,1
"worse","intermediate or high","4","little","some","40s",0,"Nee",0,"1",9.9325161,"female",0.42811558,-0.14602637,0,0,0,1,0,0,0,0
"better","intermediate or high","4","some","some","<30",1,"Ja",0,"4",10.043533,"female",-0.62633014,-3.2094362,1,0,0,0,0,0,0,0
"worse","intermediate or high","5","little","some",">60",0,"Ja",0,"3",9.8273487,"male",0.8910414,0.79180282,0,0,0,1,0,0,1,0
"better","intermediate or high","5","hardly at all","some","30s",2,"Ja",0,"3",10.780593,"male",-2.9202559,-4.3784194,0,1,0,0,0,0,0,0
"no sibling","low","6","little","some","<30",1,"Ja",NA,NA,NA,"female",-0.74330539,0.15866753,0,0,1,0,0,0,0,NA
"no sibling","low","5","some","some","40s",0,"Nee",0,"1",10.114289,"male",0.72060239,0.79180282,0,0,0,1,0,0,0,0
"no sibling","intermediate or high","5","some","some","30s",2,"Ja",NA,NA,NA,"male",-0.7384972,0.49042296,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","hardly at all","little","<30",2,"Ja",0,"1",10.089087,"female",0.53549689,0.79180282,0,0,0,0,0,1,0,0
"worse","intermediate or high","5","some","little","30s",3,"Ja",NA,NA,NA,"female",-0.12916407,-1.6384716,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","some","little","30s",3,"Ja",0,"1",10.235122,"female",0.32864016,0.49042296,0,0,0,0,0,1,0,0
"no sibling","low","6","some","some","30s",0,"Nee",0,"2",9.9175196,"female",0.51624388,0.79180282,0,0,0,1,0,0,0,1
"no sibling","intermediate or high","4","little","some",">60",0,"Ja",0,"3",10.262928,"male",0.83358723,0.49042296,0,0,0,0,1,0,1,0
"no sibling","low","4","a lot","some","30s",0,"Ja",0,"2",10.178037,"female",-0.17586562,-1.948145,0,1,0,0,0,0,0,0
"better","intermediate or high","3","little","little","<30",0,"Nee",0,"3",9.6695242,"female",0.4101775,-0.37718052,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","little","30s",2,"Ja",0,NA,10.657062,"female",-0.95664495,-2.2495248,0,0,0,0,1,0,0,0
"better","intermediate or high","4","hardly at all","a lot","50s",2,"Ja",NA,NA,NA,"male",0.85739416,0.79180282,0,0,0,0,0,1,0,NA
"better","intermediate or high","6","some","some",">60",0,"Ja",0,"2",10.410408,"male",0.30273387,-0.44740623,0,1,0,0,0,0,1,0
"no sibling","low","5","some","a lot","<30",0,"Ja",NA,NA,9.6706209,"female",-1.7333009,-0.67856038,1,0,0,0,0,0,0,NA
"better","intermediate or high","5","some","little","<30",0,"Ja",0,"2",9.5597973,"female",0.30587965,-0.14271231,0,0,0,0,1,0,0,1
"better","intermediate or high","5","some","little","<30",0,"Nee",0,"1",9.245389,"male",-2.4173326,-1.0103158,1,0,0,0,0,0,0,0
"better","intermediate or high","5","little","some","40s",3,"Ja",0,NA,9.8226614,"male",0.069561772,-1.0103158,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","4","little","little","40s",0,"Ja",0,NA,8.9773712,"female",-0.99969214,-4.3784194,0,0,1,0,0,0,0,0
"better","intermediate or high","2","some","hardly at all","40s",2,"Nee",0,"3",10.269162,"female",0.23443304,0.79180282,0,0,0,0,0,1,0,1
"worse","intermediate or high","7 zeer goed","a lot","some","50s",0,"Ja",0,NA,10.26099,"male",0.9449876,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","4","some","little","30s",0,"Ja",0,"1",10.424232,"male",0.70103776,0.79180282,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","6","some","some","50s",0,"Ja",0,"3",10.243455,"male",0.82730883,0.15866753,0,0,0,0,0,1,0,1
"better","intermediate or high","6","some","some","30s",0,"Ja",0,NA,9.7786884,"male",0.06169102,0.15866753,0,0,0,0,1,0,0,0
"better","intermediate or high","4","little","a lot",">60",0,"Ja",0,"2",10.364445,"male",0.50588608,0.79180282,0,0,0,1,0,0,1,0
"better","intermediate or high","5","little","some","50s",0,"Ja",0,"3",10.419524,"male",-1.9046112,0.15866753,0,1,0,0,0,0,1,0
"no sibling","low","7 zeer goed","a lot","a lot","<30",0,"Nee",1,NA,9.9301662,"female",0.39704579,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","4","little","little",">60",0,"Ja",NA,NA,8.8035173,"male",-1.6236614,-0.44740623,0,0,0,0,1,0,1,NA
"better","intermediate or high","4","little","little","30s",0,"Nee",0,"2",9.8544388,"female",-1.9732362,-0.37718052,1,0,0,0,0,0,0,0
"better","intermediate or high","3","hardly at all","some","30s",2,"Ja",0,"3",10.287564,"female",0.48429647,0.49042296,0,0,0,1,0,0,0,0
"better","low","5","some","some","<30",2,"Ja",0,"2",9.9005642,"female",-2.3921213,-4.6797991,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","hardly at all","little","<30",0,"Nee",0,"1",9.2922468,"female",-0.30636001,0.49042296,0,0,0,1,0,0,0,0
"better","intermediate or high","3","hardly at all","little",">60",0,"Ja",NA,NA,10.136123,"male",0.17811528,0.79180282,0,0,1,0,0,0,1,NA
"worse","intermediate or high","5","some","some","30s",2,"Ja",NA,NA,9.3832197,"female",0.7235778,0.79180282,0,0,1,0,0,0,0,NA
"worse","intermediate or high","4","some","some","30s",2,"Ja",0,"3",9.9705343,"male",0.8910414,0.79180282,0,0,0,0,1,0,0,0
"no sibling","low","4","some","some","50s",2,"Ja",NA,NA,10.659555,"female",0.75867712,0.49042296,0,0,0,0,1,0,0,NA
"worse","intermediate or high","6","some","little","30s",2,"Ja",NA,NA,9.7332897,"male",0.80457455,0.79180282,0,0,0,1,0,0,0,NA
"better","intermediate or high","5","some","little","30s",1,"Ja",0,"3",10.27747,"female",0.78083408,0.49042296,0,0,0,0,1,0,0,0
"worse","intermediate or high","6","a lot","some",">60",0,"Ja",0,"4",10.989105,"male",0.96102041,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","4","little","little","50s",0,"Ja",0,"3",9.9972878,"male",-0.27832037,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","little","30s",0,"Nee",0,"3",10.328931,"female",0.60293341,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","4","little","little","<30",0,"Nee",NA,NA,NA,"female",-0.2067318,0.49042296,0,0,0,0,1,0,0,NA
"no sibling","intermediate or high","5","some","some","50s",1,"Ja",1,"3",9.7102242,"male",-1.1240582,-0.77916163,0,0,1,0,0,0,0,1
"no sibling","intermediate or high","7 zeer goed","a lot","some","<30",0,"Nee",0,"2",10.088664,"male",0.87621146,0.79180282,0,0,0,0,1,0,0,1
"no sibling","dont know","4","a lot","a lot","30s",2,"Ja",0,"1",9.5233746,"female",-0.84023201,-0.14602637,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","6","some","little","30s",0,"Nee",0,"4",9.8424578,"female",0.057942763,0.79180282,0,0,0,1,0,0,0,0
"no sibling","intermediate or high","2","hardly at all","some",">60",0,"Nee",0,"4",9.8850889,"female",-1.865016,0.49042296,0,0,0,0,0,1,1,0
"better","intermediate or high","7 zeer goed","a lot","a lot","30s",0,"Ja",0,"3",10.607405,"male",0.96102041,-0.14602637,0,0,0,0,0,1,0,1
"better","intermediate or high","6","little","a lot","40s",2,"Ja",NA,NA,10.456307,"male",-2.3921213,-1.0103158,0,1,0,0,0,0,0,NA
"no sibling","dont know","5","little","some","30s",2,"Ja",0,"2",9.642312,"male",0.53960937,-1.0103158,0,1,0,0,0,0,0,0
"better","intermediate or high","4","little","some","<30",2,"Ja",0,"3",9.8840513,"female",-0.14307609,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","little","30s",1,"Ja",NA,NA,10.860913,"male",-1.6399927,-0.44740623,0,1,0,0,0,0,0,NA
"better","low","5","a lot","some","<30",2,"Ja",0,NA,9.5383911,"male",0.15788725,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","4","little","little","50s",3,"Ja",0,"2",10.370682,"male",0.67855853,-0.14602637,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","some","hardly at all","40s",2,"Ja",NA,NA,10.55778,"male",0.80457455,0.49042296,0,0,0,0,1,0,0,NA
"worse","intermediate or high","3","hardly at all","little",">60",0,"Nee",0,"2",10.446583,"male",0.1255156,0.79180282,0,0,0,0,0,1,1,1
"better","intermediate or high","5","a lot","some","<30",0,"Nee",0,"1",8.9417028,"female",0.26694867,-0.37718052,0,0,0,0,1,0,0,0
"better","intermediate or high","6","hardly at all","little","<30",1,"Ja",0,"1",10.294331,"female",-2.9202559,-1.0103158,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","hardly at all","some","30s",3,"Ja",0,"4",10.535302,"male",0.83219695,0.79180282,0,0,0,0,1,0,0,1
"no sibling","low","5","a lot","little","30s",0,"Nee",0,"3",9.72227,"male",0.52849734,0.49042296,0,0,0,0,1,0,0,1
"better","intermediate or high","4","little","some","50s",0,"Nee",0,"1",9.4297485,"female",0.43545288,-0.14602637,1,0,0,0,0,0,0,0
"no sibling","dont know","6","a lot","a lot","<30",0,"Ja",0,"1",10.197502,"male",0.8910414,0.79180282,0,0,0,1,0,0,0,0
"no sibling","low","5","some","some","50s",0,"Nee",0,NA,9.7875977,"male",0.21149266,-0.14271231,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","3","some","some",">60",0,"Nee",NA,NA,9.8535881,"female",0.50169379,-0.14271231,0,0,0,1,0,0,0,NA
"better","intermediate or high","6","little","little",">60",0,"Ja",0,"4",10.444873,"female",0.42686498,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","6","little","some","30s",0,"Ja",NA,NA,NA,"male",0.64556551,0.49042296,0,0,0,1,0,0,0,NA
"better","low","2","hardly at all","some","30s",3,"Ja",1,"3",9.687685,"female",-0.40246031,0.15866753,0,0,0,0,1,0,0,0
"better","intermediate or high","7 zeer goed","some","some","30s",1,"Ja",0,"2",9.7377682,"female",-0.96797442,-1.3116957,0,0,1,0,0,0,0,0
"worse","intermediate or high","Ik weet het niet","hardly at all","hardly at all","<30",1,"Ja",0,"3",10.226636,"female",-2.2403359,-4.6797991,0,0,1,0,0,0,0,0
"better","dont know","Ik weet het niet","some","some","50s",1,"Ja",0,"3",10.7233,"male",-2.4173326,-4.6797991,0,1,0,0,0,0,0,0
"no sibling","low","4","some","little","<30",0,"Nee",NA,NA,9.6946297,"female",-0.091720462,-1.948145,0,0,0,1,0,0,0,NA
"better","intermediate or high","6","little","some",">60",0,"Ja",0,"4",10.268705,"male",0.35610652,0.49042296,0,1,0,0,0,0,1,0
"no sibling","low","6","little","some","50s",2,"Ja",0,"3",10.661443,"male",0.89946336,0.49042296,0,1,0,0,0,0,0,1
"better","low","3","little","little","30s",0,"Nee",0,"3",10.180458,"male",0.72685057,0.49042296,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","little","50s",0,"Ja",0,"2",10.206813,"female",0.27616701,0.49042296,0,0,0,0,1,0,0,1
"worse","intermediate or high","5","hardly at all","hardly at all","40s",0,"Nee",0,"3",9.6650047,"male",0.69469452,0.79180282,0,1,0,0,0,0,0,0
"better","low","6","a lot","a lot","50s",3,"Ja",0,"3",9.9783297,"male",0.89946336,-0.44740623,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","6","some","some","30s",0,"Ja",0,"2",10.359805,"male",0.58609492,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","5","hardly at all","some","50s",1,"Ja",0,NA,10.37723,"female",-0.31217161,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","6","little","some","50s",0,"Nee",0,"4",10.450532,"female",0.85747272,0.79180282,0,0,0,0,0,1,1,1
"worse","intermediate or high","4","hardly at all","little","50s",3,"Nee",0,"3",9.9502993,"female",0.50485194,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","6","some","little","40s",1,"Ja",0,"4",10.635613,"female",-0.32897562,0.79180282,0,1,0,0,0,0,0,0
"better","dont know","3","some","some","50s",0,"Nee",NA,NA,10.003322,"female",0.44023615,-4.3784194,0,0,0,0,1,0,0,NA
"no sibling","intermediate or high","6","some","some","40s",2,"Ja",0,"3",10.534531,"female",-0.76105225,-3.2094362,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Nee",0,"2",9.8413839,"female",0.55287617,0.15866753,0,0,0,0,0,1,0,0
"better","intermediate or high","4","little","little",">60",0,"Nee",0,"2",10.090556,"female",-1.3743933,-2.2495248,0,0,1,0,0,0,0,0
"better","intermediate or high","3","little","some","50s",2,"Ja",1,"4",9.8423157,"male",-0.42129436,-1.3116957,0,1,0,0,0,0,0,0
"better","intermediate or high","2","a lot","little","<30",0,"Ja",0,NA,11.133549,"female",-1.1611029,-0.67856038,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","some","50s",0,"Ja",0,"4",10.440001,"male",0.80457455,-1.3116957,0,1,0,0,0,0,0,1
"no sibling","low","Ik weet het niet","some","some","30s",0,"Ja",NA,NA,10.161083,"male",0.72688359,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","little","little","30s",0,"Nee",0,"3",9.8765059,"male",0.50208759,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","7 zeer goed","a lot","a lot",">60",0,"Ja",1,"4",10.702339,"male",0.87911451,0.79180282,0,0,0,0,1,0,1,1
"no sibling","low","5","some","some","50s",0,"Nee",0,"3",10.475591,"male",0.28398082,-0.14271231,0,0,0,1,0,0,0,0
"no sibling","low","2","some","some","30s",0,"Nee",0,NA,8.1389627,"female",-2.9202559,0.79180282,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","5","little","little","30s",2,"Ja",0,"3",10.303785,"male",0.53435034,-0.14602637,0,0,0,0,1,0,0,0
"no sibling","low","4","some","some","30s",2,"Ja",NA,NA,NA,"female",-1.1340898,0.15866753,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","some","hardly at all","<30",0,"Nee",0,"3",9.5733871,"female",-1.2585196,-1.3150097,0,0,1,0,0,0,0,0
"worse","intermediate or high","4","little","little","50s",0,"Nee",0,"3",9.6290207,"male",0.34517545,0.79180282,0,1,0,0,0,0,0,0
"no sibling","low","5","little","hardly at all",">60",0,"Ja",NA,NA,NA,"male",0.67744875,0.79180282,1,0,0,0,0,0,1,NA
"no sibling","intermediate or high","6","a lot","a lot","<30",0,"Nee",0,"2",9.3613691,"female",-0.011939734,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","a lot","little","30s",2,"Ja",0,"3",9.6569319,"female",0.48278734,0.15866753,0,0,1,0,0,0,0,0
"no sibling","low","3","some","little","<30",0,"Nee",NA,NA,NA,"male",-1.0282563,0.49042296,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","little","some","40s",3,"Ja",NA,NA,10.247095,"female",0.5166204,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","5","hardly at all","some","30s",0,"Nee",0,"3",9.2824669,"female",0.42465934,-0.14602637,0,0,0,0,0,1,0,1
"better","intermediate or high","7 zeer goed","a lot","a lot","<30",0,"Nee",0,"1",9.2043219,"male",0.87808019,0.79180282,0,0,1,0,0,0,0,1
"better","intermediate or high","4","little","little","<30",1,"Nee",0,"2",9.7984924,"female",0.032235313,-0.14602637,1,0,0,0,0,0,0,0
"worse","intermediate or high","5","hardly at all","some","30s",0,"Ja",0,"1",10.063168,"female",-0.07179378,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","hardly at all","little","30s",0,"Nee",0,"2",9.6783361,"male",-0.12903903,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","a lot",">60",0,"Ja",0,"3",9.9094858,"male",0.83219695,0.79180282,0,0,0,1,0,0,1,0
"no sibling","dont know","Ik weet het niet","little","little","30s",0,"Nee",0,"3",8.6729727,"male",-0.87649256,-4.6797991,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some",">60",0,"Nee",NA,NA,10.142023,"female",0.4122957,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","3","little","some","30s",0,"Nee",0,"1",9.4606667,"female",-0.32505369,-0.37718052,0,0,0,1,0,0,0,0
"better","intermediate or high","5","little","little","40s",0,"Nee",0,"4",9.9014263,"male",-0.48628256,0.49042296,0,0,0,0,0,1,0,1
"worse","intermediate or high","7 zeer goed","a lot","a lot","50s",0,"Ja",0,"2",10.589421,"male",-0.23566245,0.15866753,0,1,0,0,0,0,0,0
"better","intermediate or high","4","some","little","30s",2,"Ja",NA,NA,NA,"female",0.53568548,-0.77916163,0,0,1,0,0,0,0,NA
"no sibling","low","5","some","some","<30",0,"Ja",NA,NA,10.760187,"female",0.83358723,0.79180282,0,0,0,0,1,0,0,NA
"no sibling","low","5","some","some","<30",4,"Ja",0,NA,9.2905788,"female",-2.4862831,-1.3150097,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","some","40s",4,"Ja",NA,NA,10.152941,"female",-1.630018,-1.0103158,0,0,0,1,0,0,0,NA
"better","intermediate or high","6","a lot","a lot","30s",1,"Ja",0,"3",9.9702063,"male",0.87481648,0.15866753,0,0,1,0,0,0,0,1
"better","intermediate or high","6","a lot","some",">60",0,"Ja",NA,NA,10.294245,"male",0.89946336,-1.9398515,0,0,0,1,0,0,0,NA
"better","intermediate or high","7 zeer goed","a lot","a lot",">60",0,"Ja",0,"3",10.326447,"male",0.39426899,-0.44740623,0,1,0,0,0,0,1,0
"better","intermediate or high","4","some","a lot","50s",0,"Ja",0,"3",10.420221,"male",0.68135625,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","4","hardly at all","little",">60",0,"Nee",0,"4",9.992445,"female",0.85747272,-0.14602637,0,0,0,0,1,0,1,1
"no sibling","low","3","some","little","<30",3,"Ja",NA,NA,NA,"female",-2.9202559,-1.0103158,1,0,0,0,0,0,0,NA
"better","intermediate or high","5","some","some","40s",7,"Ja",NA,NA,10.407645,"male",0.036966901,0.79180282,0,1,0,0,0,0,0,NA
"no sibling","intermediate or high","4","hardly at all","little","40s",0,"Ja",0,"2",10.090764,"female",-1.2381947,-2.2716069,0,1,0,0,0,0,0,0
"worse","intermediate or high","3","little","some",">60",0,"Ja",0,"4",10.659367,"female",-0.01898382,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","hardly at all","some","50s",0,"Ja",1,NA,9.4742079,"male",0.72688359,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","6","a lot","some","<30",0,"Nee",0,"2",9.2044239,"female",0.49145201,-0.77916163,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some","30s",0,"Nee",0,"2",9.9522381,"female",-0.96327883,0.79180282,0,0,0,0,1,0,0,1
"worse","intermediate or high","6","some","little",">60",0,"Ja",0,"4",11.306928,"male",0.93776852,0.79180282,0,0,0,0,0,1,1,0
"no sibling","low","4","some","some","40s",0,"Ja",NA,NA,10.380222,"female",0.62180531,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","a lot","some","<30",2,"Ja",NA,NA,NA,"male",0.59879756,-1.0805415,0,0,1,0,0,0,0,NA
"better","intermediate or high","4","some","little",">60",0,"Nee",0,"1",9.2364464,"female",0.87911451,0.49042296,0,1,0,0,0,0,0,0
"worse","intermediate or high","6","some","some","50s",0,"Ja",0,"4",10.315929,"male",0.8910414,0.79180282,0,0,0,1,0,0,0,1
"no sibling","low","4","little","some","30s",1,"Ja",NA,NA,NA,"male",-0.14938466,0.15866753,0,0,1,0,0,0,0,NA
"better","intermediate or high","6","some","some","30s",1,"Ja",NA,NA,9.8624182,"male",0.81966418,0.79180282,0,0,0,0,1,0,0,NA
"worse","intermediate or high","3","little","little",">60",0,"Ja",0,"4",10.315269,"female",-1.6599176,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","little","some",">60",0,"Nee",0,"4",10.088961,"female",0.77091503,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","6","hardly at all","some","50s",2,"Ja",0,"4",10.367587,"male",-0.027221842,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","3","little","some","40s",3,"Ja",0,"1",9.6917276,"female",-2.3921213,-0.67856038,1,0,0,0,0,0,0,1
"worse","intermediate or high","5","some","little","50s",0,"Nee",0,"4",9.9834328,"female",0.48185772,0.15866753,0,0,0,0,1,0,0,1
"better","intermediate or high","6","some","some","30s",3,"Ja",0,"2",10.694721,"female",0.57334328,0.15866753,0,1,0,0,0,0,0,0
"worse","intermediate or high","4","some","some","30s",4,"Ja",0,"4",9.3857594,"female",-0.00974143,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","3","little","some",">60",0,"Nee",NA,NA,NA,"female",0.58157516,-0.14271231,0,1,0,0,0,0,0,NA
"better","dont know","2","some","some","50s",2,"Ja",0,"1",9.882966,"male",-2.4862831,-0.77916163,0,1,0,0,0,0,0,0
"no sibling","low","5","little","some",">60",0,"Nee",0,"4",9.660594,"female",0.6611467,-0.14602637,0,0,0,0,1,0,0,1
"worse","intermediate or high","6","some","a lot","50s",0,"Ja",0,"1",9.5601444,"female",-1.7809534,-0.14271231,0,1,0,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","30s",0,"Nee",0,"3",10.07279,"male",0.87911451,0.79180282,0,0,0,0,1,0,0,1
"worse","intermediate or high","6","a lot","little","30s",0,"Ja",0,"4",11.762125,"male",0.87481648,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","3","little","hardly at all","40s",2,"Ja",1,"1",10.850865,"male",0.40225899,0.79180282,0,0,0,0,1,0,0,0
"no sibling","low","5","a lot","a lot","<30",0,"Ja",0,"1",9.6126537,"male",0.70119256,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","6","some","little","50s",0,"Ja",0,"2",9.9581347,"female",-0.34031713,-1.6384716,0,1,0,0,0,0,1,1
"better","dont know","3","little","hardly at all","40s",2,"Nee",0,"1",9.9452095,"male",0.36651102,-3.4405901,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","hardly at all","50s",0,"Ja",0,NA,9.467536,"male",0.50010562,0.15866753,0,1,0,0,0,0,0,1
"better","intermediate or high","2","little","some",">60",0,"Ja",0,"4",10.540215,"male",0.37183681,-0.14602637,0,0,0,1,0,0,0,0
"worse","intermediate or high","6","a lot","some","<30",0,"Nee",0,"2",9.6679125,"female",0.45177186,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","some","a lot","30s",2,"Ja",0,"3",9.7068586,"male",0.89946336,-0.14602637,0,0,0,0,1,0,0,1
"better","intermediate or high","6","a lot","a lot","50s",0,"Nee",0,"4",10.23149,"male",0.82406151,0.49042296,0,0,0,0,1,0,0,1
"better","intermediate or high","5","hardly at all","some","40s",0,"Ja",0,"1",10.380122,"male",-0.33798605,0.79180282,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","5","some","some",">60",0,"Ja",NA,NA,NA,"female",0.72538775,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","6","some","some","50s",1,"Nee",0,NA,10.971331,"female",0.82013547,0.79180282,0,0,0,1,0,0,0,1
"better","intermediate or high","5","little","little","40s",1,"Ja",0,"4",10.037139,"male",0.59108692,0.79180282,0,0,1,0,0,0,0,0
"worse","intermediate or high","5","hardly at all","little","<30",0,"Ja",0,"2",9.6983976,"female",-1.2692999,-0.37718052,0,0,0,0,1,0,0,0
"no sibling","low","5","some","some","30s",2,"Ja",0,NA,10.093731,"female",0.60528654,-0.67856038,0,0,1,0,0,0,0,0
"no sibling","low","5","a lot","a lot","30s",3,"Ja",0,"1",9.4248295,"male",0.37937745,0.79180282,0,1,0,0,0,0,0,1
"better","intermediate or high","5","hardly at all","some","40s",0,"Nee",0,"2",9.3758278,"female",-0.011610205,0.79180282,0,0,0,1,0,0,0,1
"no sibling","low","6","little","some","30s",2,"Ja",0,"3",9.586834,"female",0.76451701,0.79180282,0,1,0,0,0,0,0,1
"no sibling","dont know","Ik weet het niet","little","some","50s",2,"Nee",0,"1",9.8960485,"female",-1.3128214,-3.5108159,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","30s",1,"Nee",NA,NA,9.058712,"female",-2.1839421,-2.2495248,0,0,0,1,0,0,0,NA
"worse","intermediate or high","7 zeer goed","hardly at all","hardly at all","<30",0,"Ja",0,"3",10.522468,"male",1.0239724,0.79180282,0,0,0,0,0,1,0,1
"worse","intermediate or high","6","a lot","a lot","40s",2,"Ja",NA,NA,10.162856,"male",0.85747272,0.79180282,0,0,0,1,0,0,0,NA
"better","intermediate or high","6","hardly at all","hardly at all",">60",0,"Ja",NA,NA,9.8221521,"female",0.49141684,-0.37718052,0,1,0,0,0,0,0,NA
"worse","intermediate or high","6","hardly at all","some",">60",0,"Ja",NA,NA,10.179533,"female",-1.7511911,0.49042296,0,1,0,0,0,0,0,NA
"no sibling","dont know","4","hardly at all","hardly at all","40s",1,"Ja",0,"1",8.9683094,"female",0.49731857,-1.948145,0,0,0,0,1,0,0,0
"worse","intermediate or high","5","hardly at all","hardly at all","30s",0,"Ja",NA,NA,9.4509783,"female",-1.8180304,-1.3116957,0,0,0,0,0,1,0,NA
"better","intermediate or high","4","some","some","40s",0,"Nee",0,"3",9.4249983,"female",-0.50742549,-0.77916163,0,0,0,0,1,0,0,1
"better","intermediate or high","4","little","little","30s",2,"Ja",0,NA,10.117897,"female",-2.5628905,-0.77916163,0,1,0,0,0,0,0,0
"better","intermediate or high","6","little","some","50s",0,"Ja",NA,NA,NA,"female",0.36944261,-0.77916163,0,1,0,0,0,0,0,NA
"no sibling","low","5","little","some","50s",0,"Ja",NA,NA,9.7578926,"female",-1.318132,-1.3150097,1,0,0,0,0,0,0,NA
"better","intermediate or high","6","a lot","a lot","<30",0,"Ja",0,"2",9.8904715,"female",0.75746953,0.79180282,0,0,0,1,0,0,0,0
"better","dont know","6","little","little","40s",2,"Ja",0,"3",9.8432713,"male",0.69630218,0.15866753,0,1,0,0,0,0,0,1
"better","intermediate or high","Ik wil het niet zeggen","hardly at all","a lot","30s",0,"Ja",0,"2",10.687791,"female",0.53825778,0.49042296,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","6","a lot","some","50s",1,"Ja",0,"3",10.840211,"male",0.76910508,0.49042296,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","4","some","little",">60",0,"Nee",0,"2",9.5231466,"male",0.69572514,0.15866753,0,1,0,0,0,0,1,0
